review_id,username,rating,date_variant,rasa,kualitas,kadaluarsa,likes,image_count,video_count,comment
87872021006,3*****o,5,"2026-02-07 10:20 | Variasi: Putih 1 Kg, Putih 500 Gram",,,,Membantu?,0,0,
